Post Code,Post Office Name,Post Office Level,Phone,Province,District,Commune,Address,Status,Branch,Pickup Branch,Commune EN,Commune Khmer,Phone Number,Main Branch Phone,Branch Code,Branch EN,Branch Khmer,Category,Post office level,Type,Latitude,Longitude,Search Text
BANA001,Chamnaom,AGENT,0716111197,Banteay Meanchey,Mongkol Borei,Chamnaom,"Chamnaom, Mongkol Borei, Banteay Meanchey, Cambodia",ACTIVE,BAN,BANA001,Chamnaom,Chamnaom,0716111197,0316000285,BAN,Banteay Meanchey,Banteay Meanchey,AGENT,AGENT,AGENT,13.437565,102.934632,BANA001 | Chamnaom | 0716111197 | BAN | Banteay Meanchey | Mongkol Borei | AGENT
SVAA011,Sambat Mean Chey,AGENT,0712255771,Svay Rieng,Svay Rieng,Sambat Mean Chey,"Sambat Mean Chey, Svay Rieng, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA011,Sambat Mean Chey,Sambat Mean Chey,0712255771,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.437822,105.691046,SVAA011 | Sambat Mean Chey | 0712255771 | SVA | Svay Rieng | Svay Rieng | AGENT
SVAA012,Doung,AGENT,0976954441,Svay Rieng,Romeas Haek,Doung,"Doung, Romeas Haek, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA012,Doung,Doung,0976954441,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.338164,105.862059,SVAA012 | Doung | 0976954441 | SVA | Svay Rieng | Romeas Haek | AGENT
SVAA013,Chres,AGENT,0977050535,Svay Rieng,Chantrea,Chres,"Chres, Chantrea, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA013,Chres,Chres,0977050535,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,10.935155,106.057092,SVAA013 | Chres | 0977050535 | SVA | Svay Rieng | Chantrea | AGENT
SVAA014,Mream,AGENT,0979255956,Svay Rieng,Romeas Haek,Mream,"Mream, Romeas Haek, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA014,Mream,Mream,0979255956,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.311113,105.674529,SVAA014 | Mream | 0979255956 | SVA | Svay Rieng | Romeas Haek | AGENT
SVAA015,Svay Thum,AGENT,0887241333,Svay Rieng,Svay Chrum,Svay Thum,"Svay Thum, Svay Chrum, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA015,Svay Thum,Svay Thum,0887241333,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.021884,105.603819,SVAA015 | Svay Thum | 0887241333 | SVA | Svay Rieng | Svay Chrum | AGENT
SVAA016,Pou Reach,AGENT,0888787630,Svay Rieng,Svay Rieng,Pou Reach,"Pou Reach, Svay Rieng, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA016,Pou Reach,Pou Reach,0888787630,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.150287,105.762472,SVAA016 | Pou Reach | 0888787630 | SVA | Svay Rieng | Svay Rieng | AGENT
SVAA017,Chrey Thum,AGENT,0887666963,Svay Rieng,Romeas Haek,Chrey Thum,"Chrey Thum, Romeas Haek, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA017,Chrey Thum,Chrey Thum,0887666963,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.408281,105.716263,SVAA017 | Chrey Thum | 0887666963 | SVA | Svay Rieng | Romeas Haek | AGENT
SVAA018,Koki Saom,AGENT,0974444011,Svay Rieng,Svay Teab,Koki Saom,"Koki Saom, Svay Teab, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA018,Koki Saom,Koki Saom,0974444011,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.159454,105.938441,SVAA018 | Koki Saom | 0974444011 | SVA | Svay Rieng | Svay Teab | AGENT
SVAA019,Svay Chrum,AGENT,0883644453,Svay Rieng,Svay Chrum,Svay Chrum,"Svay Chrum, Svay Chrum, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA019,Svay Chrum,Svay Chrum,0883644453,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.117568,105.716027,SVAA019 | Svay Chrum | 0883644453 | SVA | Svay Rieng | Svay Chrum | AGENT
SVAA020,Pouthi,AGENT,0886658844,Svay Rieng,Svay Chrum,Pouthi,"Pouthi, Svay Chrum, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA020,Pouthi,Pouthi,0886658844,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,10.9867,106.1258,SVAA020 | Pouthi | 0886658844 | SVA | Svay Rieng | Svay Chrum | AGENT
SVAA021,Chi Phu,AGENT,0975393893,Svay Rieng,Svay Rieng,Chi Phu,"Chi Phu, Svay Rieng, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA021,Chi Phu,Chi Phu,0975393893,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.0351,106.0189,SVAA021 | Chi Phu | 0975393893 | SVA | Svay Rieng | Svay Rieng | AGENT
SVAA022,Bos Mon,AGENT,0977141888,Svay Rieng,Rumduol,Bos Mon,"Bos Mon, Rumduol, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA022,Bos Mon,Bos Mon,0977141888,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.2337,105.8807,SVAA022 | Bos Mon | 0977141888 | SVA | Svay Rieng | Rumduol | AGENT
SVAA023,Prey Ta Ei,AGENT,0973572727,Svay Rieng,Svay Teab,Prey Ta Ei,"Prey Ta Ei, Svay Teab, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA023,Prey Ta Ei,Prey Ta Ei,0973572727,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.1545,105.9796,SVAA023 | Prey Ta Ei | 0973572727 | SVA | Svay Rieng | Svay Teab | AGENT
SVAA024,Kraol Kou,AGENT,0882699969,Svay Rieng,Svay Chrum,Kraol Kou,"Kraol Kou, Svay Chrum, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA024,Kraol Kou,Kraol Kou,0882699969,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.1519,105.6194,SVAA024 | Kraol Kou | 0882699969 | SVA | Svay Rieng | Svay Chrum | AGENT
SVAA025,Chher Teal,AGENT,0977479888,Svay Rieng,Svay Rieng,Chher Teal,"Chher Teal, Svay Rieng, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA025,Chher Teal,Chher Teal,0977479888,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.0951,105.6486,SVAA025 | Chher Teal | 0977479888 | SVA | Svay Rieng | Svay Rieng | AGENT
SVAA026,Svay Ang,AGENT,0975685056,Svay Rieng,Svay Chrum,Svay Ang,"Svay Ang, Svay Chrum, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA026,Svay Ang,Svay Ang,0975685056,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.2105,105.6728,SVAA026 | Svay Ang | 0975685056 | SVA | Svay Rieng | Svay Chrum | AGENT
SVAA027,Doung,AGENT,0977872091,Svay Rieng,Romeas Haek,Doung,"Doung, Romeas Haek, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA027,Doung,Doung,0977872091,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.3383,105.8667,SVAA027 | Doung | 0977872091 | SVA | Svay Rieng | Romeas Haek | AGENT
SVAA028,Sambour,AGENT,0979003070,Svay Rieng,Svay Rieng,Sambour,"Sambour, Svay Rieng, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA028,Sambour,Sambour,0979003070,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.4755,105.7108,SVAA028 | Sambour | 0979003070 | SVA | Svay Rieng | Svay Rieng | AGENT
SVAA029,Pong Tuek,AGENT,0976330633,Svay Rieng,Rumduol,Pong Tuek,"Pong Tuek, Rumduol, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA029,Pong Tuek,Pong Tuek,0976330633,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.1944,105.87606,SVAA029 | Pong Tuek | 0976330633 | SVA | Svay Rieng | Rumduol | AGENT
SVAA030,Chantrei,AGENT,0714771463,Svay Rieng,Romeas Haek,Chantrei,"Chantrei, Romeas Haek, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA030,Chantrei,Chantrei,0714771463,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.2836,105.7247,SVAA030 | Chantrei | 0714771463 | SVA | Svay Rieng | Romeas Haek | AGENT
SVAA032,Preah Ponlea,AGENT,0883851601,Svay Rieng,Kampong Rou,Preah Ponlea,"Preah Ponlea, Kampong Rou, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA032,Preah Ponlea,Preah Ponlea,0883851601,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.0083,105.8834,SVAA032 | Preah Ponlea | 0883851601 | SVA | Svay Rieng | Kampong Rou | AGENT
SVAA033,Svay Rumpear,AGENT,0716525373,Svay Rieng,Svay Teab,Svay Rumpear,"Svay Rumpear, Svay Teab, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA033,Svay Rumpear,Svay Rumpear,0716525373,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.1456,105.89309,SVAA033 | Svay Rumpear | 0716525373 | SVA | Svay Rieng | Svay Teab | AGENT
SVAA034,Meun Chey,AGENT,0975440080,Svay Rieng,Rumduol,Meun Chey,"Meun Chey, Rumduol, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA034,Meun Chey,Meun Chey,0975440080,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.217,105.7522,SVAA034 | Meun Chey | 0975440080 | SVA | Svay Rieng | Rumduol | AGENT
SVAA035,Svay Yea,AGENT,0312222656,Svay Rieng,Svay Chrum,Svay Yea,"Svay Yea, Svay Chrum, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA035,Svay Yea,Svay Yea,0312222656,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.2201,105.635,SVAA035 | Svay Yea | 0312222656 | SVA | Svay Rieng | Svay Chrum | AGENT
SVAA036,Kuok Preang,AGENT,0979382744,Svay Rieng,Svay Rieng,Kuok Preang,"Kuok Preang, Svay Rieng, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA036,Kuok Preang,Kuok Preang,0979382744,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.1677,105.7103,SVAA036 | Kuok Preang | 0979382744 | SVA | Svay Rieng | Svay Rieng | AGENT
SVAA037,Basak,AGENT,0975312188,Svay Rieng,Svay Chrum,Basak,"Basak, Svay Chrum, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA037,Basak,Basak,0975312188,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.0395,105.8177,SVAA037 | Basak | 0975312188 | SVA | Svay Rieng | Svay Chrum | AGENT
SVAA038,Basak,AGENT,0979245388,Svay Rieng,Svay Chrum,Basak,"Basak, Svay Chrum, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA038,Basak,Basak,0979245388,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.0597,105.7457,SVAA038 | Basak | 0979245388 | SVA | Svay Rieng | Svay Chrum | AGENT
SVAA039,Pra sout,AGENT,0889554113,Svay Rieng,Svay Teab,Pra sout,"Pra sout, Svay Teab, Svay Rieng, Cambodia",ACTIVE,SVA,SVAA039,Pra sout,Pra sout,0889554113,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.0506,105.8917,SVAA039 | Pra sout | 0889554113 | SVA | Svay Rieng | Svay Teab | AGENT
SVAP001,Svay Rieng,POST,0979938909,Svay Rieng,Svay Rieng,Svay Rieng,"Svay Rieng, Svay Rieng, Svay Rieng, Cambodia",ACTIVE,SVA,SVAP001,Svay Rieng,Svay Rieng,0979938909,,SVA,Svay Rieng,Svay Rieng,POST,POST,POST,11.0914361,105.7915562,SVAP001 | Svay Rieng | 0979938909 | SVA | Svay Rieng | Svay Rieng | POST
SVAS001,Svay Rieng,POST,0252104,Svay Rieng,Svay Rieng,Svay Rieng,"Svay Rieng, Svay Rieng, Svay Rieng, Cambodia",ACTIVE,SVA,SVAS001,Svay Rieng,Svay Rieng,0252104,,SVA,Svay Rieng,Svay Rieng,POST,POST,POST,11.082903,105.7966346,SVAS001 | Svay Rieng | 0252104 | SVA | Svay Rieng | Svay Rieng | POST
SVAS002,Bavet,POST,0444057,Svay Rieng,Bavet,Bavet,"Bavet, Bavet, Svay Rieng, Cambodia",ACTIVE,SVA,SVAS002,Bavet,Bavet,0444057,,SVA,Svay Rieng,Svay Rieng,POST,POST,POST,11.0705,106.1577,SVAS002 | Bavet | 0444057 | SVA | Svay Rieng | Bavet | POST
SVAS003,Chrak Mtes,POST,0702062,Svay Rieng,Bavet,Chrak Mtes,"Chrak Mtes, Bavet, Svay Rieng, Cambodia",ACTIVE,SVA,SVAS003,Chrak Mtes,Chrak Mtes,0702062,,SVA,Svay Rieng,Svay Rieng,POST,POST,POST,11.0381,106.0115,SVAS003 | Chrak Mtes | 0702062 | SVA | Svay Rieng | Bavet | POST
SVAS004,Kampong Trach,POST,024,Svay Rieng,Romeas Haek,Kampong Trach,"Kampong Trach, Romeas Haek, Svay Rieng, Cambodia",ACTIVE,SVA,SVAS004,Kampong Trach,Kampong Trach,024,,SVA,Svay Rieng,Svay Rieng,POST,POST,POST,11.412753,105.794946,SVAS004 | Kampong Trach | 024 | SVA | Svay Rieng | Romeas Haek | POST
​​SVAA031,Prey Pdav,AGENT,0887889383,Svay Rieng,Svay Rieng,Prey Pdav,"Prey Pdav, Svay Rieng, Svay Rieng, Cambodia",ACTIVE,SVA,​​SVAA031,Prey Pdav,Prey Pdav,0887889383,,SVA,Svay Rieng,Svay Rieng,AGENT,AGENT,AGENT,11.047,106.0728,​​SVAA031 | Prey Pdav | 0887889383 | SVA | Svay Rieng | Svay Rieng | AGENT
TAKA001,Ou Saray,AGENT,0979577757,Takeo,Tram Kak,Ou Saray,"Ou Saray, Tram Kak, Takeo, Cambodia",ACTIVE,TAK,TAKA001,Ou Saray,Ou Saray,0979577757,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.075468,104.496893,TAKA001 | Ou Saray | 0979577757 | TAK | Takeo | Tram Kak | AGENT
TAKA002,Sun Chanchav,AGENT,0979997422,Takeo,Doun Kaev,Sun Chanchav,"Sun Chanchav, Doun Kaev, Takeo, Cambodia",ACTIVE,TAK,TAKA002,Sun Chanchav,Sun Chanchav,0979997422,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.034202,104.590535,TAKA002 | Sun Chanchav | 0979997422 | TAK | Takeo | Doun Kaev | AGENT
TAKA003,Trapeang Kranhung,AGENT,090464768,Takeo,Doun Kaev,Trapeang Kranhung,"Trapeang Kranhung, Doun Kaev, Takeo, Cambodia",ACTIVE,TAK,TAKA003,Trapeang Kranhung,Trapeang Kranhung,090464768,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.093079,104.414537,TAKA003 | Trapeang Kranhung | 090464768 | TAK | Takeo | Doun Kaev | AGENT
TAKA004,Tram Kak,AGENT,0978347373,Takeo,Tram Kak,Tram Kak,"Tram Kak, Tram Kak, Takeo, Cambodia",ACTIVE,TAK,TAKA004,Tram Kak,Tram Kak,0978347373,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.911496,104.589815,TAKA004 | Tram Kak | 0978347373 | TAK | Takeo | Tram Kak | AGENT
TAKA005,Romenh 01,AGENT,0882509797,Takeo,Kaoh Andaet,Romenh 01,"Romenh 01, Kaoh Andaet, Takeo, Cambodia",ACTIVE,TAK,TAKA005,Romenh 01,Romenh 01,0882509797,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.7957,104.9502,TAKA005 | Romenh 01 | 0882509797 | TAK | Takeo | Kaoh Andaet | AGENT
TAKA006,Sambuor,AGENT,0974442250,Takeo,Treang,Sambuor,"Sambuor, Treang, Takeo, Cambodia",ACTIVE,TAK,TAKA006,Sambuor,Sambuor,0974442250,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.962474,104.857369,TAKA006 | Sambuor | 0974442250 | TAK | Takeo | Treang | AGENT
TAKA007,Angkanh,AGENT,0716073334,Takeo,Prey Kabbas,Angkanh,"Angkanh, Prey Kabbas, Takeo, Cambodia",ACTIVE,TAK,TAKA007,Angkanh,Angkanh,0716073334,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.083932,104.94629,TAKA007 | Angkanh | 0716073334 | TAK | Takeo | Prey Kabbas | AGENT
TAKA008,Khvav,AGENT,0973338659,Takeo,Samraong,Khvav,"Khvav, Samraong, Takeo, Cambodia",ACTIVE,TAK,TAKA008,Khvav,Khvav,0973338659,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.92014,104.72301,TAKA008 | Khvav | 0973338659 | TAK | Takeo | Samraong | AGENT
TAKA009,Kouk Pou,AGENT,0715926060,Takeo,Borei Cholsar,Kouk Pou,"Kouk Pou, Borei Cholsar, Takeo, Cambodia",ACTIVE,TAK,TAKA009,Kouk Pou,Kouk Pou,0715926060,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.892675,104.902756,TAKA009 | Kouk Pou | 0715926060 | TAK | Takeo | Borei Cholsar | AGENT
TAKA010,Krapum Chhuk,AGENT,0314792525,Takeo,Kaoh Andaet,Krapum Chhuk,"Krapum Chhuk, Kaoh Andaet, Takeo, Cambodia",ACTIVE,TAK,TAKA010,Krapum Chhuk,Krapum Chhuk,0314792525,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.706738,104.916813,TAKA010 | Krapum Chhuk | 0314792525 | TAK | Takeo | Kaoh Andaet | AGENT
TAKA011,Prey Rumdeng,AGENT,0977969632,Takeo,Kiri Vong,Prey Rumdeng,"Prey Rumdeng, Kiri Vong, Takeo, Cambodia",ACTIVE,TAK,TAKA011,Prey Rumdeng,Prey Rumdeng,0977969632,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.619044,104.767197,TAKA011 | Prey Rumdeng | 0977969632 | TAK | Takeo | Kiri Vong | AGENT
TAKA012,Prey Sloek,AGENT,0883003500,Takeo,Treang,Prey Sloek,"Prey Sloek, Treang, Takeo, Cambodia",ACTIVE,TAK,TAKA012,Prey Sloek,Prey Sloek,0883003500,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.904813,104.783549,TAKA012 | Prey Sloek | 0883003500 | TAK | Takeo | Treang | AGENT
TAKA013,Phnum Den,AGENT,0719966622,Takeo,Kiri Vong,Phnum Den,"Phnum Den, Kiri Vong, Takeo, Cambodia",ACTIVE,TAK,TAKA013,Phnum Den,Phnum Den,0719966622,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.60243,104.906536,TAKA013 | Phnum Den | 0719966622 | TAK | Takeo | Kiri Vong | AGENT
TAKA014,Prey Phdau,AGENT,068565053,Takeo,Prey Kabbas,Prey Phdau,"Prey Phdau, Prey Kabbas, Takeo, Cambodia",ACTIVE,TAK,TAKA014,Prey Phdau,Prey Phdau,068565053,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.165364,104.876075,TAKA014 | Prey Phdau | 068565053 | TAK | Takeo | Prey Kabbas | AGENT
TAKA015,Romenh 02,AGENT,0718199971,Takeo,Kaoh Andaet,Romenh 02,"Romenh 02, Kaoh Andaet, Takeo, Cambodia",ACTIVE,TAK,TAKA015,Romenh 02,Romenh 02,0718199971,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.800032,104.937742,TAKA015 | Romenh 02 | 0718199971 | TAK | Takeo | Kaoh Andaet | AGENT
TAKA016,Angkor Borei,AGENT,0882456600,Takeo,Angkor Borei,Angkor Borei,"Angkor Borei, Angkor Borei, Takeo, Cambodia",ACTIVE,TAK,TAKA016,Angkor Borei,Angkor Borei,0882456600,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.997932,104.973288,TAKA016 | Angkor Borei | 0882456600 | TAK | Takeo | Angkor Borei | AGENT
TAKA017,Trea,AGENT,0973252226,Takeo,Samraong,Trea,"Trea, Samraong, Takeo, Cambodia",ACTIVE,TAK,TAKA017,Trea,Trea,0973252226,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.103537,104.821108,TAKA017 | Trea | 0973252226 | TAK | Takeo | Samraong | AGENT
TAKA018,Doung Khpos,AGENT,0716504365,Takeo,Bati,Doung Khpos,"Doung Khpos, Bati, Takeo, Cambodia",ACTIVE,TAK,TAKA018,Doung Khpos,Doung Khpos,0716504365,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.867205,104.86635,TAKA018 | Doung Khpos | 0716504365 | TAK | Takeo | Bati | AGENT
TAKA019,Lumchang,AGENT,0884366010,Takeo,Samraong,Lumchang,"Lumchang, Samraong, Takeo, Cambodia",ACTIVE,TAK,TAKA019,Lumchang,Lumchang,0884366010,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.073395,104.75951,TAKA019 | Lumchang | 0884366010 | TAK | Takeo | Samraong | AGENT
TAKA020,Prey Khla,AGENT,068596596,Takeo,Kaoh Andaet,Prey Khla,"Prey Khla, Kaoh Andaet, Takeo, Cambodia",ACTIVE,TAK,TAKA020,Prey Khla,Prey Khla,068596596,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.75647,104.872143,TAKA020 | Prey Khla | 068596596 | TAK | Takeo | Kaoh Andaet | AGENT
TAKA022,Kandoeng,AGENT,060976777,Takeo,Bati,Kandoeng,"Kandoeng, Bati, Takeo, Cambodia",ACTIVE,TAK,TAKA022,Kandoeng,Kandoeng,060976777,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.285664,104.840462,TAKA022 | Kandoeng | 060976777 | TAK | Takeo | Bati | AGENT
TAKA023,Rovieng,AGENT,0978900095,Takeo,Samraong,Rovieng,"Rovieng, Samraong, Takeo, Cambodia",ACTIVE,TAK,TAKA023,Rovieng,Rovieng,0978900095,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.201191,104.787972,TAKA023 | Rovieng | 0978900095 | TAK | Takeo | Samraong | AGENT
TAKA024,Ta Ou,AGENT,0889879540,Takeo,Kiri Vong,Ta Ou,"Ta Ou, Kiri Vong, Takeo, Cambodia",ACTIVE,TAK,TAKA024,Ta Ou,Ta Ou,0889879540,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.577666,104.798714,TAKA024 | Ta Ou | 0889879540 | TAK | Takeo | Kiri Vong | AGENT
TAKA025,Ang Ta Saom,AGENT,0312850101,Takeo,Kiri Vong,Ang Ta Saom,"Ang Ta Saom, Kiri Vong, Takeo, Cambodia",ACTIVE,TAK,TAKA025,Ang Ta Saom,Ang Ta Saom,0312850101,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.012834,104.672232,TAKA025 | Ang Ta Saom | 0312850101 | TAK | Takeo | Kiri Vong | AGENT
TAKA026,Prey Ampok,AGENT,0972726725,Takeo,Kiri Vong,Prey Ampok,"Prey Ampok, Kiri Vong, Takeo, Cambodia",ACTIVE,TAK,TAKA026,Prey Ampok,Prey Ampok,0972726725,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.632234,104.791171,TAKA026 | Prey Ampok | 0972726725 | TAK | Takeo | Kiri Vong | AGENT
TAKA027,Preah Bat Choan Chum,AGENT,0888831888,Takeo,Kiri Vong,Preah Bat Choan Chum,"Preah Bat Choan Chum, Kiri Vong, Takeo, Cambodia",ACTIVE,TAK,TAKA027,Preah Bat Choan Chum,Preah Bat Choan Chum,0888831888,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.644722,104.874741,TAKA027 | Preah Bat Choan Chum | 0888831888 | TAK | Takeo | Kiri Vong | AGENT
TAKA028,Borei Chulsar,AGENT,0717077780,Takeo,Doun Kaev,Borei Chulsar,"Borei Chulsar, Doun Kaev, Takeo, Cambodia",ACTIVE,TAK,TAKA028,Borei Chulsar,Borei Chulsar,0717077780,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.859956,104.947543,TAKA028 | Borei Chulsar | 0717077780 | TAK | Takeo | Doun Kaev | AGENT
TAKA029,Cheung Koun,AGENT,0977943705,Takeo,Doun Kaev,Cheung Koun,"Cheung Koun, Doun Kaev, Takeo, Cambodia",ACTIVE,TAK,TAKA029,Cheung Koun,Cheung Koun,0977943705,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.119354,104.821107,TAKA029 | Cheung Koun | 0977943705 | TAK | Takeo | Doun Kaev | AGENT
TAKA031,Ba Srae,AGENT,0889666094,Takeo,Angkor Borei,Ba Srae,"Ba Srae, Angkor Borei, Takeo, Cambodia",ACTIVE,TAK,TAKA031,Ba Srae,Ba Srae,0889666094,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.056967,104.952222,TAKA031 | Ba Srae | 0889666094 | TAK | Takeo | Angkor Borei | AGENT
TAKA032,Roka Krau,AGENT,0887333393,Takeo,Doun Kaev,Roka Krau,"Roka Krau, Doun Kaev, Takeo, Cambodia",ACTIVE,TAK,TAKA032,Roka Krau,Roka Krau,0887333393,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.97977,104.778003,TAKA032 | Roka Krau | 0887333393 | TAK | Takeo | Doun Kaev | AGENT
TAKA033,Prey Kabbas,AGENT,0976304505,Takeo,Prey Kabbas,Prey Kabbas,"Prey Kabbas, Prey Kabbas, Takeo, Cambodia",ACTIVE,TAK,TAKA033,Prey Kabbas,Prey Kabbas,0976304505,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.162099,104.958486,TAKA033 | Prey Kabbas | 0976304505 | TAK | Takeo | Prey Kabbas | AGENT
TAKA034,Rokar Knong,AGENT,0979550999,Takeo,Doun Kaev,Rokar Knong,"Rokar Knong, Doun Kaev, Takeo, Cambodia",ACTIVE,TAK,TAKA034,Rokar Knong,Rokar Knong,0979550999,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.981908,104.777601,TAKA034 | Rokar Knong | 0979550999 | TAK | Takeo | Doun Kaev | AGENT
TAKA035,Sanlung,AGENT,0889398205,Takeo,Treang,Sanlung,"Sanlung, Treang, Takeo, Cambodia",ACTIVE,TAK,TAKA035,Sanlung,Sanlung,0889398205,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.800574,104.765602,TAKA035 | Sanlung | 0889398205 | TAK | Takeo | Treang | AGENT
TAKA036,Tnolbek,AGENT,0882516699,Takeo,Doun Kaev,Tnolbek,"Tnolbek, Doun Kaev, Takeo, Cambodia",ACTIVE,TAK,TAKA036,Tnolbek,Tnolbek,0882516699,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.810856,104.806805,TAKA036 | Tnolbek | 0882516699 | TAK | Takeo | Doun Kaev | AGENT
TAKA037,Dong,AGENT,0717201133,Takeo,Doun Kaev,Dong,"Dong, Doun Kaev, Takeo, Cambodia",ACTIVE,TAK,TAKA037,Dong,Dong,0717201133,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,11.233967,104.905711,TAKA037 | Dong | 0717201133 | TAK | Takeo | Doun Kaev | AGENT
TAKA038,Smoung,AGENT,0882515757,Takeo,Doun Kaev,Smoung,"Smoung, Doun Kaev, Takeo, Cambodia",INACTIVE,TAK,TAKA038,Smoung,Smoung,0882515757,,TAK,Takeo,Takeo,AGENT,AGENT,AGENT,10.793938,104.817752,TAKA038 | Smoung | 0882515757 | TAK | Takeo | Doun Kaev | AGENT
